,index,Operator,WellType,WellNumber,OrderNumbers,Approval Date,County,LAT,LONG,PSI,BBLS,ZONE,year,month,day,time,well_count
4265,6914,CIRCLE K OIL & GAS INC,2D,4,322656.0,3/2/1988,PAWNEE,36.2630809,-96.4282057,0,80,LAYTON,1988,3,2,1988-03-02,1314
4266,6744,HULL ENTERPRISES INC,2D,10,322751.0,3/4/1988,OKMULGEE,35.741342200000005,-95.95775959999999,200,200,BARTLESVILLE,1988,3,4,1988-03-04,1315
4267,942,CITATION OIL & GAS CORPORATION,2R,79,322754.0,3/4/1988,CARTER,34.3751971,-97.49983590000001,"1,500","2,000",DEESE,1988,3,4,1988-03-04,2897
4268,564,CITATION OIL & GAS CORPORATION,2R,48-1,322790.0,3/7/1988,CARTER,34.458761700000004,-97.47357,"2,000","2,000","PENNINGTON, STRAY, TATAUMS",1988,3,7,1988-03-07,2898
4269,680,CITATION OIL & GAS CORPORATION,2R,61-10,322789.0,3/7/1988,CARTER,34.458751899999996,-97.47794920000001,"2,000","2,000","PENNINGTON, STRAY, TATAUMS",1988,3,7,1988-03-07,2899
4270,1219,CITATION OIL & GAS CORPORATION,2R,61-6,322788.0,3/7/1988,CARTER,34.4551357,-97.4779378,"2,000","2,000",DEESE,1988,3,7,1988-03-07,2900
4271,10772,ENDEAVOR ENERGY RESOURCES LP,2R,9,322951.0,3/9/1988,WASHINGTON,36.826640000000005,-95.84195,400,125,BARTLESVILLE,1988,3,9,1988-03-09,2901
4272,10773,ENDEAVOR ENERGY RESOURCES LP,2R,10,322952.0,3/9/1988,WASHINGTON,36.826640000000005,-95.84421,400,125,BARTLESVILLE,1988,3,9,1988-03-09,2902
4273,7165,XANADU EXPLORATION COMPANY,2D,4,323006.0,3/10/1988,PAYNE,36.0009953,-96.8366432,300,"3,000",BARTLESVILLE,1988,3,10,1988-03-10,1316
4274,6987,MID-ATLANTIC ENERGY LLC,2R,4,323005.0,3/10/1988,PAWNEE,36.263524,-96.7608127,300,500,PRUE,1988,3,10,1988-03-10,2903
4275,2011,CITATION OIL & GAS CORPORATION,2R,216,323203.0,3/16/1988,CARTER,34.407816700000005,-97.5107612,"1,500","2,000",DEESE,1988,3,16,1988-03-16,2904
4276,8246,PREMIER GAS COMPANY LLC,2D,1,323316.0,3/18/1988,ROGERS,36.382977200000006,-95.72157879999999,300,500,MISSISSIPPI,1988,3,18,1988-03-18,1317
4277,5786,KOBY OIL COMPANY LLC,2R,5,323373.0,3/21/1988,NOBLE,36.2619071,-97.0665334,"1,200","1,000",SKINNER,1988,3,21,1988-03-21,2905
4278,1675,JUBILEE EXPLORATION LLC,2R,1,323422.0,3/22/1988,CARTER,34.236201799999996,-97.3622923,500,550,DEESE,1988,3,22,1988-03-22,2906
4279,375,CITATION OIL & GAS CORPORATION,2R,7-25,323490.0,3/23/1988,CADDO,34.948254999999996,-98.2058162,500,600,"GARBER, PERMIAN",1988,3,23,1988-03-23,2907
4280,374,CITATION OIL & GAS CORPORATION,2R,7-24,323491.0,3/23/1988,CADDO,34.9446283,-98.2058428,500,600,"GARBER, PERMIAN",1988,3,23,1988-03-23,2908
4281,2372,PARWEST LAND EXPLORATION INC,2D,1,323582.0,3/24/1988,CIMARRON,36.9635746,-102.5767644,700,800,RED CAVE,1988,3,24,1988-03-24,1318
4282,9718,WIL-MAR OPERATIONS,2D,2,323817.0,3/29/1988,STEPHENS,34.411604600000004,-98.0414427,200,400,PERMIAN,1988,3,29,1988-03-29,1319
4283,5768,MARJO OPERATING MID-CONTINENT LLC,2R,6,324029.0,4/4/1988,NOBLE,36.323401000000004,-97.44844,300,300,RAGAN,1988,4,4,1988-04-04,2909
4284,7327,CITATION OIL & GAS CORPORATION,2R,31-4,324526.0,4/15/1988,PONTOTOC,34.6099269,-96.5743387,"2,500","2,500",VIOLA,1988,4,15,1988-04-15,2910
4285,1908,WILLIFORD RESOURCES LLC,2R,1,324527.0,4/15/1988,CARTER,34.1426955,-97.31602059999999,"1,250",750,PENNSYLVANIA,1988,4,15,1988-04-15,2911
4286,943,C & Y CASING PULLING COMPANY,2D,3,324529.0,4/15/1988,CARTER,34.3643256,-97.4932821,550,300,DEESE,1988,4,15,1988-04-15,1320
4287,2069,CITATION OIL & GAS CORPORATION,2R,20W-9,324552.0,4/18/1988,CARTER,34.2112092,-97.4986606,800,"1,000",HEALDTON,1988,4,18,1988-04-18,2912
4288,2067,CITATION OIL & GAS CORPORATION,2R,15W12,324553.0,4/18/1988,CARTER,34.2158871,-97.49604959999999,800,"1,000",HEALDTON,1988,4,18,1988-04-18,2913
4289,2071,CITATION OIL & GAS CORPORATION,2R,4W-34,324740.0,4/20/1988,CARTER,34.2201905,-97.5050665,800,"1,000",HEALDTON,1988,4,20,1988-04-20,2914
4290,2073,CITATION OIL & GAS CORPORATION,2R,4W-36,414093.0,4/20/1988,CARTER,34.2179609,-97.502997,491,"2,000",HEALDTON,1988,4,20,1988-04-20,2915
4291,2076,CITATION OIL & GAS CORPORATION,2R,5W-30,324737.0,4/20/1988,CARTER,34.21917070000001,-97.49742909999999,800,"1,000",HEALDTON,1988,4,20,1988-04-20,2916
4292,2066,CITATION OIL & GAS CORPORATION,2R,14W-31,324735.0,4/20/1988,CARTER,34.2145599,-97.4989614,800,"1,000",HEALDTON,1988,4,20,1988-04-20,2917
4293,1991,LINN OPERATING INC,2R,2-22,324741.0,4/20/1988,CARTER,34.4079355,-97.49538609999999,"1,600","1,700",DEESE,1988,4,20,1988-04-20,2918
4294,2068,CITATION OIL & GAS CORPORATION,2R,15W-14,324734.0,4/20/1988,CARTER,34.2133322,-97.4963329,800,"1,000",HEALDTON,1988,4,20,1988-04-20,2919
4295,5777,C-WATER DISPOSAL INC,CDW,1,324730.0,4/20/1988,NOBLE,36.303146399999996,-97.3083808,800,"2,000",COTTAGE GROVE,1988,4,20,1988-04-20,55
4296,4954,HINKLE OIL & GAS INC,2R,153,325058.0,4/27/1988,KINGFISHER,36.0964382,-97.8332056,"1,000","1,500",MANNING,1988,4,27,1988-04-27,2920
4297,710,CITATION OIL & GAS CORPORATION,2R,81-1,325196.0,4/28/1988,CARTER,34.4386455,-97.54790159999999,"2,500","2,000",DEESE,1988,4,28,1988-04-28,2921
4298,5021,HINKLE OIL & GAS INC,2R,127,325222.0,4/29/1988,KINGFISHER,36.111200200000006,-97.8513388,"1,000","1,500",MANNING,1988,4,29,1988-04-29,2922
4299,10681,ALLISON TOM & SHELLY dba T & S OIL COMPANY,2D,1,325347.0,5/4/1988,WASHINGTON,36.70478920000001,-95.8545797,350,300,BARTLESVILLE,1988,5,4,1988-05-04,1321
4300,4953,HINKLE OIL & GAS INC,2R,137,325406.0,5/5/1988,KINGFISHER,36.1073933,-97.83776800000001,"1,000","1,500",MANNING,1988,5,5,1988-05-05,2923
4301,8863,CITATION OIL & GAS CORPORATION,2R,44-2,325543.0,5/6/1988,STEPHENS,34.4950748,-97.62458690000001,"2,500","1,000",DEESE,1988,5,6,1988-05-06,2924
4302,8861,CITATION OIL & GAS CORPORATION,2R,36-6,325542.0,5/6/1988,STEPHENS,34.49867020000001,-97.6289848,"2,500","1,000",DEESE,1988,5,6,1988-05-06,2925
4303,8830,CITATION OIL & GAS CORPORATION,2R,33-7,325538.0,5/6/1988,STEPHENS,34.506053200000004,-97.60705920000001,"2,500","1,000",DEESE,1988,5,6,1988-05-06,2926
4304,8852,CITATION OIL & GAS CORPORATION,2R,39-3,325540.0,5/6/1988,STEPHENS,34.498814700000004,-97.61578109999999,"2,500","1,000",DEESE,1988,5,6,1988-05-06,2927
4305,8849,CITATION OIL & GAS CORPORATION,2R,36-10,325539.0,5/6/1988,STEPHENS,34.5023361,-97.6245929,"2,500","1,000",DEESE,1988,5,6,1988-05-06,2928
4306,8860,CITATION OIL & GAS CORPORATION,2R,36-3,325541.0,5/6/1988,STEPHENS,34.498711799999995,-97.624572,"2,500","1,000",DEESE,1988,5,6,1988-05-06,2929
4307,10415,RED RIVER PETROLEUM INC,2D,2,325690.0,5/11/1988,TILLMAN,34.3366828,-98.9701497,800,"1,000",CISCO,1988,5,11,1988-05-11,1322
4308,409,FLEETWOOD K PHIL OIL PROP LLC,2R,1,325689.0,5/11/1988,CADDO,34.9495946,-98.1708239,650,"1,000",GARBER,1988,5,11,1988-05-11,2930
4309,5425,WILLIAMS R J OIL & GAS LLC,2D,1,326105.0,5/20/1988,LOVE,34.0463771,-97.15723050000001,300,300,DEESE,1988,5,20,1988-05-20,1323
4310,5687,CHENHALL BILLY J,2D,2-A,326107.0,5/20/1988,MUSKOGEE,35.678245000000004,-95.5958948,150,750,DUTCHER,1988,5,20,1988-05-20,1324
4311,9640,HAYS PRODUCTION LLC,2D,31,326174.0,5/23/1988,STEPHENS,34.4529662,-97.7002094,150,150,PERMIAN,1988,5,23,1988-05-23,1325
4312,10571,TRUCKERS DISPOSAL INC,CDW,1,326332.0,5/26/1988,TULSA,36.2557505,-95.9767688,700,"7,000",ARBUCKLE,1988,5,26,1988-05-26,56
4313,941,CITATION OIL & GAS CORPORATION,2R,81,326519.0,6/1/1988,CARTER,34.3751633,-97.495468,"1,500","2,000",DEESE,1988,6,1,1988-06-01,2931
4314,160,URBAN OIL & GAS GROUP LLC,2R,D-12,326515.0,6/1/1988,BEAVER,36.996438500000004,-100.44271390000002,914,"2,500",LANSING,1988,6,1,1988-06-01,2932
4315,4554,DIAMOND HARRY H INC,2D,1,326511.0,6/1/1988,HUGHES,35.0458596,-96.472964,0,200,WILCOX,1988,6,1,1988-06-01,1326
4316,2753,MID-CON ENERGY OPERATING LLC,2R,34,326736.0,6/7/1988,CREEK,35.9483145,-96.5615829,"1,000","2,500",BARTLESVILLE,1988,6,7,1988-06-07,2933
4317,10577,MAYBEE FAMILY LIMITED LIABILITY CO LLC,2D,3,326738.0,6/7/1988,TULSA,36.2918579,-95.98803290000001,300,450,BURGESS,1988,6,7,1988-06-07,1327
4318,2970,MID-CON ENERGY OPERATING LLC,2R,45,326734.0,6/7/1988,CREEK,35.9482819,-96.5658923,"1,000","2,500",BARTLESVILLE,1988,6,7,1988-06-07,2934
4319,2958,MID-CON ENERGY OPERATING LLC,2R,W-43,326733.0,6/7/1988,CREEK,35.95546229999999,-96.5655651,"1,500","3,000",BARTLESVILLE,1988,6,7,1988-06-07,2935
4320,2951,MID-CON ENERGY OPERATING LLC,2R,W-45,326737.0,6/7/1988,CREEK,35.9554755,-96.5612744,"1,000","2,500",BARTLESVILLE,1988,6,7,1988-06-07,2936
4321,6009,GATEWAY RESOURCES USA INC,2D,1,326858.0,6/9/1988,NOWATA,36.6907924,-95.6778198,300,"1,000",MISSISSIPPI,1988,6,9,1988-06-09,1328
4322,10647,AGAPE INC,2R,W5-31,326853.0,6/9/1988,WAGONER,35.894409,-95.73563,600,"1,188",DUTCHER,1988,6,9,1988-06-09,2937
4323,2610,HOLLOWAY DAVID A,2R,3-I,326980.0,6/14/1988,CREEK,35.945282299999995,-96.20403540000001,"1,000","1,000",DUTCHER,1988,6,14,1988-06-14,2938
4324,10561,RELIABLE OIL INDUSTRIES INC,2D,2,326978.0,6/14/1988,TULSA,36.0960088,-96.1001713,300,500,WILCOX,1988,6,14,1988-06-14,1329
4325,2956,MID-CON ENERGY OPERATING LLC,2R,W-40,327061.0,6/15/1988,CREEK,35.9519095,-96.5655503,"1,000","2,500",BARTLESVILLE,1988,6,15,1988-06-15,2939
4326,7497,MEADOWBROOK OIL CORPORATION OF OK INC,2R,2-A,327063.0,6/15/1988,PONTOTOC,34.8802368,-96.6693658,300,500,THURMAN,1988,6,15,1988-06-15,2940
4327,2950,MID-CON ENERGY OPERATING LLC,2R,W-44,327060.0,6/15/1988,CREEK,35.9519432,-96.56126,"1,000","2,500",BARTLESVILLE,1988,6,15,1988-06-15,2941
4328,3141,TROJAN RESOURCES LLC,2R,2-A,327829.0,7/6/1988,CREEK,35.8851025,-96.1513385,700,"4,000",TANEHA,1988,7,6,1988-07-06,2942
4329,4315,PULLERS OIL COMPANY LLC,2D,2,327828.0,7/6/1988,GRANT,36.798906099999996,-97.50571140000001,500,"1,000",TONKAWA,1988,7,6,1988-07-06,1330
4330,8883,CITATION OIL & GAS CORPORATION,2R,47-4,327856.0,7/7/1988,STEPHENS,34.4914724,-97.611424,"2,500","1,000",DEESE,1988,7,7,1988-07-07,2943
4331,6965,CARDINAL OIL LLC,2D,10,327912.0,7/11/1988,PAWNEE,36.258123499999996,-96.5731225,200,500,RED FORK,1988,7,11,1988-07-11,1331
4332,5798,CHAPARRAL ENERGY LLC,2R,3-A,328083.0,7/14/1988,NOBLE,36.385733200000004,-97.28459079999999,500,500,MISSISSIPPI,1988,7,14,1988-07-14,2944
4333,5770,CHAPARRAL ENERGY LLC,2R,1,328084.0,7/14/1988,NOBLE,36.3848611,-97.2924488,500,500,MISSISSIPPI,1988,7,14,1988-07-14,2945
4334,6711,WN OPERATING INC,2D,1-A,328081.0,7/14/1988,OKMULGEE,35.7428713,-95.7982561,200,500,"CROMWELL, DUTCHER, WILCOX",1988,7,14,1988-07-14,1332
4335,5799,CHAPARRAL ENERGY LLC,2R,3,328085.0,7/14/1988,NOBLE,36.382084000000006,-97.2890673,500,500,MISSISSIPPI,1988,7,14,1988-07-14,2946
4336,8383,WEEMS BILL OIL INC,2D,5,328185.0,7/18/1988,SEMINOLE,34.9753047,-96.5674291,0,100,SENORA,1988,7,18,1988-07-18,1333
4337,10496,THREET DAVID ALLEN,2D,1,328401.0,7/21/1988,TULSA,36.304393299999994,-95.96807700000001,250,600,BARTLESVILLE,1988,7,21,1988-07-21,1334
4338,5941,OKAN GAS COMPANY LLC,2D,1,328399.0,7/21/1988,NOWATA,36.612866700000005,-95.7699123,350,"1,500",ARBUCKLE,1988,7,21,1988-07-21,1335
4339,7006,NOBLE RESOURCES INC,2D,2,328400.0,7/21/1988,PAWNEE,36.2806287,-96.7399802,250,200,LAYTON,1988,7,21,1988-07-21,1336
4340,6734,ADVANCE OIL CORPORATION,2D,4,328427.0,7/22/1988,OKMULGEE,35.6774967,-96.12609870000001,500,"1,500",WILCOX,1988,7,22,1988-07-22,1337
4341,6039,SHELTON OIL COMPANY LLC,2D,38,328590.0,7/27/1988,NOWATA,36.720292,-95.5466854,400,200,BARTLESVILLE,1988,7,27,1988-07-27,1338
4342,5163,PALM OPERATING LLC,2R,1,329260.0,8/15/1988,LINCOLN,35.676100299999995,-96.7195306,100,200,PRUE,1988,8,15,1988-08-15,2947
4343,353,CITATION OIL & GAS CORPORATION,2R,39-3,329257.0,8/15/1988,CADDO,34.922081,-98.1147445,"1,200","1,800",PERMIAN,1988,8,15,1988-08-15,2948
4344,3240,CORNELIUS OIL INC,2D,W-2,351842.0,8/18/1988,CREEK,35.905558,-96.25010999999999,850,"1,000",DUTCHER,1988,8,18,1988-08-18,1339
4345,2,LINN OPERATING INC,2R,85,329426.0,8/19/1988,ALFALFA,36.806113,-98.32584,"1,050","1,000",RED FORK,1988,8,19,1988-08-19,2949
4346,3047,KEYSTONE OIL AND GAS COMPANY LLC,2D,1,302667.0,8/26/1988,CREEK,35.9794155,-96.43824690000001,300,300,SKINNER,1988,8,26,1988-08-26,1340
4347,378,CITATION OIL & GAS CORPORATION,2R,7-30,329967.0,9/6/1988,CADDO,34.9446122,-98.1970297,500,600,"GARBER, PERMIAN",1988,9,6,1988-09-06,2950
4348,379,CITATION OIL & GAS CORPORATION,2R,8-11,329968.0,9/6/1988,CADDO,34.9446205,-98.2014385,500,600,"GARBER, PERMIAN",1988,9,6,1988-09-06,2951
4349,7341,SHERIDAN PRODUCTION COMPANY LLC,2R,6,329969.0,9/6/1988,PONTOTOC,34.604659999999996,-96.59496,500,"2,000",WILCOX,1988,9,6,1988-09-06,2952
4350,7495,CITATION OIL & GAS CORPORATION,2R,34-4,330163.0,9/9/1988,PONTOTOC,34.609368599999996,-96.5699872,"2,200","2,500",VIOLA,1988,9,9,1988-09-09,2953
4351,1539,TRIPLEDEE OPERATING COMPANY LLC,2R,13-2W,330162.0,9/9/1988,CARTER,34.2585137,-97.4005368,750,300,PERMIAN,1988,9,9,1988-09-09,2954
4352,9644,RAY ROCKY & SHANNAH,2D,1,330193.0,9/12/1988,STEPHENS,34.3281941,-97.81915620000001,350,150,CANYON,1988,9,12,1988-09-12,1341
4353,6701,JWIMCO LLC,2D,1,330598.0,9/21/1988,OKMULGEE,35.5646778,-96.08820329999999,300,500,BARTLESVILLE,1988,9,21,1988-09-21,1342
4354,5154,VEENKER RESOURCES INC,2D,1,330694.0,9/23/1988,LINCOLN,35.897389000000004,-97.01491340000001,300,"6,000","LAYTON, OSAGE ",1988,9,23,1988-09-23,1343
4355,4862,DARLING OIL CORPORATION,2D,1,330831.0,9/28/1988,KAY,36.648784,-97.19369,500,"1,000",HOOVER,1988,9,28,1988-09-28,1344
4356,9722,C & R PETROLEUM COMPANY,2D,4-C,330830.0,9/28/1988,STEPHENS,34.3940525,-97.98890920000001,500,200,CISCO,1988,9,28,1988-09-28,1345
4357,4819,JEFFRIES PUMPING SERVICE INC,2D,4,331219.0,10/11/1988,KAY,36.5992574,-97.2870357,500,"6,000",ARBUCKLE,1988,10,11,1988-10-11,1346
4358,2079,XTO ENERGY INC,2R,0502,332020.0,11/1/1988,CARTER,34.21481370000001,-97.3969545,"1,150","4,000","HEWITT (HOXBAR, DEESE)",1988,11,1,1988-11-01,2955
4359,7752,ENERGYQUEST II LLC,2D,2,331623.0,11/2/1988,PONTOTOC,34.875750700000005,-96.4621171,600,600,EARLSBORO,1988,11,2,1988-11-02,1347
4360,3356,DUNLAP OIL COMPANY,2D,3,332147.0,11/4/1988,CREEK,35.8633602,-96.33913129999999,300,600,DUTCHER,1988,11,4,1988-11-04,1348
4361,9717,WETZEL PRODUCING COMPANY,2D,1-B,332145.0,11/4/1988,STEPHENS,34.379428600000004,-97.98072020000001,300,400,"BASAL, PONTOTOC",1988,11,4,1988-11-04,1349
4362,10519,PARK WILLIAM M,2D,19,332194.0,11/8/1988,TULSA,36.351690000000005,-95.994851,150,200,BARTLESVILLE,1988,11,8,1988-11-08,1350
4363,5772,CHAPARRAL ENERGY LLC,2R,2-A,332339.0,11/10/1988,NOBLE,36.3884302,-97.28575119999999,500,500,MISSISSIPPI,1988,11,10,1988-11-10,2956
4364,10823,ENDEAVOR ENERGY RESOURCES LP,2R,WI-1,332378.0,11/14/1988,WASHINGTON,36.8292602,-95.85416479999999,400,150,BARTLESVILLE,1988,11,14,1988-11-14,2957
4365,10821,ENDEAVOR ENERGY RESOURCES LP,2R,WI-4,332374.0,11/14/1988,WASHINGTON,36.823868,-95.8455642,400,150,BARTLESVILLE,1988,11,14,1988-11-14,2958
4366,10820,ENDEAVOR ENERGY RESOURCES LP,2R,WI-3,332373.0,11/14/1988,WASHINGTON,36.825698100000004,-95.8411172,400,150,BARTLESVILLE,1988,11,14,1988-11-14,2959
4367,10819,ENDEAVOR ENERGY RESOURCES LP,2R,WI-2,332372.0,11/14/1988,WASHINGTON,36.825689600000004,-95.8433037,400,150,BARTLESVILLE,1988,11,14,1988-11-14,2960
4368,10818,ENDEAVOR ENERGY RESOURCES LP,2R,WI-1,332371.0,11/14/1988,WASHINGTON,36.825663299999995,-95.84556040000001,400,150,BARTLESVILLE,1988,11,14,1988-11-14,2961
4369,10824,ENDEAVOR ENERGY RESOURCES LP,2R,WI-7,332377.0,11/14/1988,WASHINGTON,36.8229592,-95.8466725,400,150,BARTLESVILLE,1988,11,14,1988-11-14,2962
4370,10825,ENDEAVOR ENERGY RESOURCES LP,2R,WI-1,332379.0,11/14/1988,WASHINGTON,36.829032700000006,-95.8564541,400,150,BARTLESVILLE,1988,11,14,1988-11-14,2963
4371,2616,PETCO PETROLEUM CORP,2R,10,332591.0,11/18/1988,CREEK,35.949278799999995,-96.5357365,300,500,JONES,1988,11,18,1988-11-18,2964
4372,2619,PETCO PETROLEUM CORP,2R,8,332590.0,11/18/1988,CREEK,35.949238799999996,-96.53127679999999,300,500,JONES,1988,11,18,1988-11-18,2965
4373,2618,PETCO PETROLEUM CORP,2R,13,332589.0,11/18/1988,CREEK,35.951063700000006,-96.53350440000001,300,500,JONES,1988,11,18,1988-11-18,2966
4374,2617,PETCO PETROLEUM CORP,2R,1,332592.0,11/18/1988,CREEK,35.947461100000005,-96.5379677,300,500,JONES,1988,11,18,1988-11-18,2967
4375,3633,POWELL OIL LLC,2R,2-12,348375.0,11/21/1988,GARFIELD,36.5657482,-97.7847203,"1,500","1,500",MISENER,1988,11,21,1988-11-21,2968
4376,1915,CITATION OIL & GAS CORPORATION,2R,208,332830.0,11/29/1988,CARTER,34.165663,-97.3673232,"1,800","2,000","DEESE, LONE GROVE ",1988,11,29,1988-11-29,2969
4377,10559,EMERY EDWARD A,2D,1A,332955.0,12/2/1988,TULSA,36.2958701,-95.97050159999999,300,200,BARTLESVILLE,1988,12,2,1988-12-02,1351
4378,4811,TE-RAY RESOURCES LLC,2D,2,332974.0,12/5/1988,KAY,36.60625,-97.2528902,0,200,MISSISSIPPI CHAT,1988,12,5,1988-12-05,1352
4379,9057,LIME ROCK RESOURCES II-A LP,2D,50,333007.0,12/6/1988,STEPHENS,34.418791799999994,-97.617939,400,"5,000",PONTOTOC,1988,12,6,1988-12-06,1353
4380,9471,LIME ROCK RESOURCES II-A LP,2D,1,333009.0,12/6/1988,STEPHENS,34.4255925,-97.6195695,400,"8,000",PONTOTOC,1988,12,6,1988-12-06,1354
4381,6919,SALLEE OIL CORPORATION,2D,1,333253.0,12/13/1988,PAWNEE,36.2240588,-96.6830921,300,850,RED FORK,1988,12,13,1988-12-13,1355
4382,6932,KROTZER OIL COMPANY,2D,1-C,333254.0,12/13/1988,PAWNEE,36.23959979999999,-96.43607309999999,300,250,"ARBUCKLE, MISSISSIPPI ",1988,12,13,1988-12-13,1356
4383,9719,HUNT GAYLAN ENTERPRISES INC,2R,14,333507.0,12/16/1988,STEPHENS,34.4189401,-97.704225,300,650,PERMIAN,1988,12,16,1988-12-16,2970
4384,9720,HUNT GAYLAN ENTERPRISES INC,2R,15,333509.0,12/16/1988,STEPHENS,34.4171323,-97.70312320000001,300,600,PERMIAN,1988,12,16,1988-12-16,2971
4385,9611,HUNT GAYLAN ENTERPRISES INC,2R,1,333510.0,12/16/1988,STEPHENS,34.417068900000004,-97.7030901,300,800,PERMIAN,1988,12,16,1988-12-16,2972
4386,2083,CITATION OIL & GAS CORPORATION,2D,0-66,333588.0,12/19/1988,CARTER,34.237383799999996,-97.5379644,600,"8,000",VIOLA,1988,12,19,1988-12-19,1357
4387,4527,D J F SERVICES INC,2D,1,333587.0,12/19/1988,HUGHES,35.088573600000004,-96.28306040000001,200,100,CROMWELL,1988,12,19,1988-12-19,1358
4388,1944,KODIAK OIL & GAS INC,2D,8,333589.0,12/19/1988,CARTER,34.4014696,-97.4200196,700,300,HOXBAR,1988,12,19,1988-12-19,1359
4389,9255,PHOENIX PETROCORP INC,2R,24,333671.0,12/21/1988,STEPHENS,34.518824,-97.71107559999999,"2,000","2,000",MARCHAND SAND,1988,12,21,1988-12-21,2973
4390,9602,PHOENIX PETROCORP INC,2R,9,333675.0,12/21/1988,STEPHENS,34.5261385,-97.7108896,"2,000","2,000",MARCHAND SAND,1988,12,21,1988-12-21,2974
4391,8771,PHOENIX PETROCORP INC,2D,11,333669.0,12/21/1988,STEPHENS,34.5243338,-97.7088645,"2,000","2,000",MARCHAND SAND,1988,12,21,1988-12-21,1360
4392,9256,PHOENIX PETROCORP INC,2R,28,333670.0,12/21/1988,STEPHENS,34.517010600000006,-97.70452409999999,"2,000","2,000",MARCHAND SAND,1988,12,21,1988-12-21,2975
4393,9254,PHOENIX PETROCORP INC,2R,22,333673.0,12/21/1988,STEPHENS,34.51881289999999,-97.70669129999999,"2,000","2,000",MARCHAND SAND,1988,12,21,1988-12-21,2976
4394,9253,PHOENIX PETROCORP INC,2R,15,333667.0,12/21/1988,STEPHENS,34.5225062,-97.71105899999999,"2,000","2,000",MARCHAND SAND,1988,12,21,1988-12-21,2977
4395,9252,PHOENIX PETROCORP INC,2R,13,333668.0,12/21/1988,STEPHENS,34.522237,-97.7070253,"2,000","2,000",MARCHAND SAND,1988,12,21,1988-12-21,2978
4396,9257,PHOENIX PETROCORP INC,2R,26,333672.0,12/21/1988,STEPHENS,34.5169974,-97.70888769999999,"2,000","2,000",MARCHAND SAND,1988,12,21,1988-12-21,2979
4397,8760,STEPHENS & JOHNSON OPERATING CO,2D,1,333828.0,12/27/1988,SEMINOLE,34.8959607,-96.5047951,300,"1,200",PENNSYLVANIA,1988,12,27,1988-12-27,1361
4398,5629,WAGNER OIL COMPANY,2R,35,334180.0,1/6/1989,MAYES,36.130047999999995,-95.42703399999999,350,100,TYNER,1989,1,6,1989-01-06,2980
4399,2081,XTO ENERGY INC,2R,5101,334406.0,1/11/1989,CARTER,34.203602200000006,-97.3925316,"1,150","5,000","HEWITT (HOXBAR, DEESE)",1989,1,11,1989-01-11,2981
4400,3230,CORNELIUS OIL INC,2R,W-4,351840.0,1/19/1989,CREEK,35.9038008,-96.2494186,"1,000",850,DUTCHER,1989,1,19,1989-01-19,2982
4401,4105,LATIGO DRILLING CORPORATION,2D,1-1,334785.0,1/24/1989,GRADY,34.7569244,-97.9894299,500,250,GARBER,1989,1,24,1989-01-24,1362
4402,9502,CHATHAM JIMMY R,2R,9,334801.0,1/25/1989,STEPHENS,34.4393997,-97.71333790000001,650,"1,100",PERMIAN,1989,1,25,1989-01-25,2983
4403,2092,CITATION OIL & GAS CORPORATION,2R,G-5A,334802.0,1/25/1989,CARTER,34.1930495,-97.4663576,800,"1,000",HEALDTON,1989,1,25,1989-01-25,2984
4404,8647,K-OIL COMPANY,2D,2-35,334939.0,1/31/1989,SEMINOLE,34.9485218,-96.53428670000001,"1,000","5,000",MCLISH,1989,1,31,1989-01-31,1363
4405,9642,WETZEL PRODUCING COMPANY,2D,1,334940.0,1/31/1989,STEPHENS,34.3811734,-97.9769183,500,500,CISCO,1989,1,31,1989-01-31,1364
4406,2090,CITATION OIL & GAS CORPORATION,2R,C-2A,335011.0,2/2/1989,CARTER,34.206145,-97.48266329999998,800,"1,000",HEALDTON,1989,2,2,1989-02-02,2985
4407,2091,CITATION OIL & GAS CORPORATION,2R,C-2B,335010.0,2/2/1989,CARTER,34.205257399999994,-97.48506259999999,800,100,HEALDTON,1989,2,2,1989-02-02,2986
4408,6840,BSO INC,2D,9,335042.0,2/3/1989,PAWNEE,36.2397979,-96.49172359999999,500,500,SKINNER,1989,2,3,1989-02-03,1365
4409,9727,HUNT GAYLAN ENTERPRISES INC,2R,15A,335477.0,2/14/1989,STEPHENS,34.4171325,-97.70309,600,800,PERMIAN,1989,2,14,1989-02-14,2987
4410,7170,TAG PETROLEUM INC,2D,1,335537.0,2/16/1989,PAYNE,36.1243451,-97.0449498,"1,000","9,000",ARBUCKLE,1989,2,16,1989-02-16,1366
4411,8089,WEEMS BILL OIL INC,2D,7,335684.0,2/21/1989,POTTAWATOMIE,35.251546600000005,-96.81765809999999,300,750,HUNTON,1989,2,21,1989-02-21,1367
4412,437,SIMMONS MACK MCCOY,2D,A2-10,335720.0,2/22/1989,CADDO,34.921287299999996,-98.1355371,700,150,FORTUNA,1989,2,22,1989-02-22,1368
4413,6939,BSO INC,2R,3,335722.0,2/22/1989,PAWNEE,36.248574,-96.5000393,500,500,SKINNER,1989,2,22,1989-02-22,2988
4414,6926,MID-CON ENERGY OPERATING LLC,2R,39,335767.0,2/23/1989,PAWNEE,36.2805083,-96.4741113,250,500,LAYTON,1989,2,23,1989-02-23,2989
