API#,Operator,Operator ID,WellType,WellName,WellNumber,OrderNumbers,Approval Date,County,Sec,Twp,Rng,QQQQ,LAT,LONG,PSI,BBLS,ZONE,,,
3511924009,EASTOK PIPELINE LLC,22558,2D,EASTOK-DRUMMOND,1-19,1304910039,4/1/2013,PAYNE,19,20N,03E,W2 SW SW SE,36.1894182,-97.0240612,300,"20,000",ARBUCKLE,,,
3511924011,WHITE STAR PETROLEUM LLC,23358,2D,HOPKINS SWD,1-32,1303520067,2/11/2013,PAYNE,32,19N,01W,W2 NE NE NE ,36.0858359,-97.3196078,500,"5,000",ARBUCKLE,,,
3511924012,WHITE STAR PETROLEUM LLC,23358,2D,BODE SWD,1-2,1303520068,2/11/2013,PAYNE,2,18N,01W,NE SE SW SE ,36.0592596,-97.2697633,500,"5,000",ARBUCKLE,,,
3511924020,WHITE STAR PETROLEUM LLC,23358,2D,CHLOUBER 35-19N-3E,1 SWD,1304390016,3/13/2013,PAYNE,35,19N,03E,SW SE SW SE ,36.0739588,-96.9500722,"2,300","50,000",ARBUCKLE,,,
3511924029,WHITE STAR PETROLEUM LLC,23358,2D,SHENOLD,25-1 SWD,1703940059,12/13/2016,PAYNE,25,19N,03E,SW SW SE ,36.0882184,-96.9342137,"2,000","19,900",WILCOX,,,
3511924030,TRUEVINE OPERATING LLC,22516,2D,BOYD ,1-18 SWD,1607790040,5/19/2016,PAYNE,18,20N,02E,SW NW NE NE ,36.2155594,-97.1268504,"2,000","19,000",WILCOX,,,
3511924033,WHITE STAR PETROLEUM LLC,23358,2D,NEWTON,1-7 SWD,1305950002,5/20/2013,PAYNE,7,20N,04E,NW SE SE SE,36.2194237,-96.9094394,"2,400","50,000",ARBUCKLE,,,
3511924035,WHITE STAR PETROLEUM LLC,23358,2D,LEIGH 8-19N-03E,1 SWD,1306240028,6/5/2013,PAYNE,8,19N,03E,NE SW SE SE,36.1317261,-96.9995037,"2,500","50,000",ARBUCKLE,,,
3511924041,WHITE STAR PETROLEUM LLC,23358,2D,THOMPSON 15-20N-3E,1 SWD,1306240029,6/10/2013,PAYNE,15,20N,03E,NW SW SW SW,36.2048400,-96.9788300,"2,482","50,000",ARBUCKLE,,,
3511924056,WHITE STAR PETROLEUM LLC,23358,2D,LOUIS,6-3 SWD,1704290059,1/27/2017,PAYNE,6,17N,04E,SE SE SW SE ,35.9713249,-96.9146023,"2,000","15,000",WILCOX,,,
3511924063,EASTOK PIPELINE LLC,22558,2D,EASTOK-PALM,1-12 SWD,1306580016,8/7/2013,PAYNE,12,20N,04E,NW NE NE NE,36.2311016,-96.8196238,800,"20,000",ARBUCKLE,,,
3511924071,WHITE STAR PETROLEUM LLC,23358,2D,MITCHELL,4-1 SWD,1306070059,5/24/2013,PAYNE,4,18N,04E,NE NW NE,36.0720833,-96.8788765,"2,000","20,000","ARBUCKLE, REAGAN",,,
3511924093,WHITE STAR PETROLEUM LLC,23358,2D,KATZ,31-2 SWD,1306290018,2/11/2014,PAYNE,31,19N,03E,SE SE SE ,36.0730597,-97.0167172,"2,000","20,000",ARBUCKLE LIME,,,
3511924095,WHITE STAR PETROLEUM LLC,23358,2D,HILDEBRAND,6-1 SWD,1305230056,2/13/2014,PAYNE,6,18N,04E,SW SW SW,36.0591339,-96.9255234,"2,000","20,000",ARBUCKLE LIME,,,
3511924149,WHITE STAR PETROLEUM LLC,23358,2D,B&W WEATHERS SWD,1-7,1403710056,1/10/2014,PAYNE,7,19N,02E,NW SW SW SE,36.1318062,-97.1314590,"1,000","5,000",ARBUCKLE,,,
3511924150,WHITE STAR PETROLEUM LLC,23358,2D,CEDAR GROVE 21-20N-2E,1 SWD,1405570119,2/27/2014,PAYNE,21,20N,02E,SE SE SE SE ,36.1889418,-97.0885089,"2,697","50,000",ARBUCKLE,,,
3511924158,WHITE STAR PETROLEUM LLC,23358,2D,HARRISON 22-18N-2E ,1 SWD,630490,9/11/2014,PAYNE,22,18N,02E,SW NW NW NW,36.0276600,-97.0858800,"2,750","50,000",ARBUCKLE,,,
3511924183,WHITE STAR PETROLEUM LLC,23358,2D,HILL,29-1 SWD,1405170030,5/22/2014,PAYNE,29,18N,04E,SE SE SW ,36.0012978,-96.9022538,"2,000","30,000",ARBUCKLE LIME,,,
3511924184,WHITE STAR PETROLEUM LLC,23358,2D,CLARY,35-1 SWD,1405430053,4/3/2014,PAYNE,35,19N,02E,SW NW SE SE ,36.0732821,-97.0520675,"2,000","30,000",ARBUCKLE,,,
3511924193,CROWN ENERGY COMPANY,19779,2D,JEDI,A1-6 SWD,1703760109,1/26/2017,PAYNE,6,18N,05E,NE NW NE   ,36.0713964,-96.8074377,"1,800","15,000","2ND WILCOX, MISENER",,,
3511924210,WHITE STAR PETROLEUM LLC,23358,2D,NELSON 33-18N-3E,1 SWD,1407410002,5/22/2014,PAYNE,33,18N,03E,NE NW NE NE ,35.9993612,-96.9832579,"2,000","30,000",ARBUCKLE,,,
3511924220,WHITE STAR PETROLEUM LLC,23358,2D,LENORA 29-18N-1W,1 SWD,630491,9/11/2014,PAYNE,29,18N,01W,SW NE NW NW,36.0136510,-97.3337700,"3,035","50,000",ARBUCKLE,,,
3511924237,TRUEVINE OPERATING LLC,22516,2D,LOWE ,1-16 SWD,1607620036,5/20/2016,PAYNE,16,17N,03E,NW NW NW NE ,35.9487738,-96.9977288,"2,000","19,000",WILCOX,,,
3511924256,CROWN ENERGY COMPANY,19779,2D,JOYCE,A1-20 SWD,1603030113,11/5/2015,PAYNE,20,18N,05E,NE SW SW SW ,36.0170000,-96.8007500,"1,900","10,000",WILCOX,,,
3511924265,WHITE STAR PETROLEUM LLC,23358,2D,COMBS 8-18N-3E ,1 SWD,1501960083,10/13/2014,PAYNE,8,18N,03E,NE NE NE NE,36.0576540,-96.9985700,"2,520","50,000",ARBUCKLE,,,
3511924269,CROWN ENERGY COMPANY,19779,2D,LINDA,A1-1 SWD,1500870009,10/30/2014,PAYNE,1,18N,05E,NE NE NW NW ,36.0719225,-96.7278457,"1,000","20,000",ARBUCKLE,,,
3511924274,WHITE STAR PETROLEUM LLC,23358,2D,COOLEY 24-19N-1E,SWD,1502120114,12/8/2014,PAYNE,24,19N,01E,SW SE SW SW ,36.1018415,-97.1556182,"2,000","30,000",ARBUCKLE,,,
3511924301,CROWN ENERGY COMPANY,19779,2D,HANNAH JO A,1-10,1706010013,2/21/2017,PAYNE,10,18N,05E,NW SW NW NW ,36.0559782,-96.7658134,"1,300","10,000",PRUE,,,
3511924308,CROWN ENERGY COMPANY,19779,2D,CIMARRON ,A1-13 SWD,1703720048,1/26/2017,PAYNE,13,18N,04E,SE NE SE SE  ,36.0306560,-96.8201100,"1,800","15,000","1ST AND 2ND WILCOX, MISENER",,,
3511924319,WHITE STAR PETROLEUM LLC,23358,2D,BUCKNER 24-19N-01,SWD,639762,3/13/2015,PAYNE,24,19N,01W,SE SW SE SW ,36.1017790,-97.2587320,"2,000","20,000",ARBUCKLE,,,
3511924339,ROBERSON OIL COMPANY INC,19500,2D,MEHAN SWD,1-23,1507440135,5/28/2015,PAYNE,23,18N,02E,NW NE NW,36.0283936,-97.0634436,"1,250","4,500",1ST AND 2ND WILCOX,,,
3511924365,WHITE STAR PETROLEUM LLC,23358,2D,BILLY RAE 7-19N-2E,1 SWD,1603580059,12/4/2015,PAYNE,7,19N,02E,NW NE NE,36.1442200,-97.1262600,"1,500","11,000",WILCOX,,,
3511924386,WHITE STAR PETROLEUM LLC,23358,2D,HINTON SWD,#1,1604390093,2/17/2016,PAYNE,29,18N,01E,SE SW SW,36.0063610,-97.2249060,"1,500","10,000",WILCOX,,,
3511924390,WHITE STAR PETROLEUM LLC,23358,2D,BROOKS 26-18N-01E,1 SWD,1605560061,3/2/2016,PAYNE,26,18N,01E,SE SW SE ,36.0003838,-97.1633820,"1,300","14,000",WILCOX,,,
3511924426,CROWN ENERGY COMPANY,19779,2D,L JESKE ,A1-11 SWD,1702300062,12/28/2016,PAYNE,11,18N,05E,SE SW SE SE/NE SE SE NW,36.0240070,-96.4407820,"1,400","19,900",2ND WILCOX,,,
3511930022,STILL A B WELL SERVICE INC,12897,2D,STATE,1-A,142742,7/3/1978,PAYNE,36,19N,04E,CNW SW NE,36.0821114,-96.8270786,0,100,SKINNER,,,
3511930023,TAG PETROLEUM INC,8997,2D,RYAN,4,402181,5/28/1996,PAYNE,34,18N,05E,NW SW SW,35.9884121,-96.7662014,0,350,"LAYTON, OSAGE ",,,
3511930041,CITATION OIL & GAS CORPORATION,14156,2D,TOMPKINS,3,370135,12/4/1992,PAYNE,7,19N,01W,CNE SE NW,36.1400964,-97.3457715,300,300,VERTZ,,,
3511930121,G & C PETROLEUM INC,18303,2D,HADLEY,1,268015,11/1/1984,PAYNE,21,19N,04E,CNW SE SE,36.1044483,-96.8754908,"1,000","5,000",LAYTON,,,
3511930148,CHER OIL COMPANY LTD,7657,2D,LONG,1,228017,11/16/1982,PAYNE,7,18N,05E,SW NW NW,36.0550627,-96.8183238,500,750,LAYTON,,,
3511930394,REDTAIL INVESTMENTS LLC,23239,2D,RITCHEY,2,66153,6/15/1967,PAYNE,23,18N,05E,NE SW SW,36.0173560,-96.7461320,500,300,PRUE,,,
3511930407,HIGHTOWER ENERGY LLC,22754,2D, CALDWELL-LIONEL HARRIS,1,1006210031,4/6/2010,PAYNE,33,19N,05E,SE SE SE ,36.0733475,-96.7675966,0,"1,000","ARBUCKLE, PENN, SIMPSON ",,,
3511950019,CITATION OIL & GAS CORPORATION,14156,2R,TOMPKINS,5,40241,7/29/1959,PAYNE,6,19N,01W,NE NW NE,36.1581704,-97.3415608,NA,NA,CLEVELAND,,,
3511987958,CHER OIL COMPANY LTD,7657,2D,VARLEY SWD,1,34847,5/20/1957,PAYNE,7,18N,04E, NE NW SE,36.0505520,-96.9139500,0,200,UNKNOWN FORMATION,,,
3512120221,NEWFIELD EXPLORATION MID-CON INC,20944,2D,ORR B,1D,1102960127,1/5/2011,PITTSBURG,11,05N,12E,N2 S2 SW NW ,34.9212527,-96.0159856,"4,050","10,000",SIMPSON,,,
3512120224,CANAAN RESOURCES LLC,22027,2D,RAGAN,1-34,521661,3/14/2006,PITTSBURG,34,08N,13E,CNE NE,35.1288365,-95.9146283,600,"3,000",BOOCH,,,
3512120284,JKB RESOURCES LLC,23185,2D,ANDERSON,1-4,505970,5/26/2005,PITTSBURG,4,07N,13E,SW,35.1052809,-95.9434632,705,"1,000",SAVANNA,,,
3512122829,MARBET LLC,20333,2D,MARVIN,8,502552,3/14/2005,PITTSBURG,11,05N,12E,NE SW SW NE,34.9212892,-96.0077200,300,"1,000",BARTLESVILLE,,,
3512123482,TRINITY OPERATING (USG) LLC,23879,2R,LM,1-25C,1707300026,6/5/2017,PITTSBURG,25,07N,14E,NE NE SW NE,35.0536794,-95.7764300,"1,000","3,000",HARTSHORNE,,,
3512123976,COMPLETE ENERGY SERVICES INC,22078,CDW,HYDE,7,1005210053,3/31/2010,PITTSBURG,24,08N,15E,NE NW NE SW ,35.1107341,-95.4247830,750,"5,000",BOOCH,,,
3512124114,A & A TANK TRUCK CO,15608,CDW,RISENHOOVER SWD,1,539241,5/14/2007,PITTSBURG,5,07N,18E,C-SW NE ,35.0565126,-95.7148697,800,"4,000",BOOCH,,,
3512124566,TRINITY OPERATING (USG) LLC,23879,2D,NOONER SWD,1-26,1707300024,6/26/2017,PITTSBURG,26,07N,16E,SE NE NE,35.0550752,-95.5786047,"1,000","10,000",HARTSHORNE,,,
3512124652,TRINITY OPERATING (USG) LLC,23879,2D,CHARLES,1-23 SWD,1204510057,3/2/2012,PITTSBURG,23,07N,12E,NE SW NE NE ,35.0701171,-96.0031970,"2,905","20,000","ARBUCKLE, SIMPSON ",,,
3512124664,COMPLETE ENERGY SERVICES INC,22078,CDW,NICHOLS,2-27 SWD,1205140142,7/6/2012,PITTSBURG,27,07N,15E,SE NE NW NW ,34.6065098,-96.6026278,"1,320","5,000","BOOCH, HARTSHORNE",,,
3512300067,UNITED ENERGY & EXPLORATION LLC,23479,2D,L.A. BRALY ESTATE,1,527714,7/28/2006,PONTOTOC,9,04N,05E,NE NW NE,34.8391793,-96.7798613,750,"5,000",ARBUCKLE,,,
3512300075,ARROW ENERGY INC,21422,2D,MAYER,2,354101,2/8/1991,PONTOTOC,12,03N,07E,NE NE NE SW,34.7444820,-96.5218946,25,10,GILCREASE,,,
3512300296,CENTER PRODUCTION COMPANY LLC,21017,2D,BROWALL,1-A,84721,8/26/1971,PONTOTOC,31,05N,05E,CNE NW,34.8670261,-96.8181632,500,"3,000","ARBUCKLE, OIL CREEK ",,,
3512300298,ARROW ENERGY INC,21422,2D,PARAGANO,3,565006,2/4/2009,PONTOTOC,32,05N,05E,NW NW SE,34.8605687,-96.7972225,750,"6,000",OIL CREEK,,,
3512300740,PRENTICE BRADLEY L,19266,2R,LENA SMITH,1,52526,7/31/1963,PONTOTOC,29,05N,08E,SW SE SE NE,34.8758626,-96.4739045,NA,NA,"ALLEN, DES MOINES",,,
3512302052,STEPHENS & JOHNSON OPERATING CO,19113,2R,WADE,8,123615,8/16/1976,PONTOTOC,19,05N,08E,SE,34.8874405,-96.4974988,550,"2,500",CROMWELL,,,
3512302053,CITATION OIL & GAS CORPORATION,14156,2R,EAST FITTS UNIT,12-4,112127,4/8/1975,PONTOTOC,22,02N,07E,C NW SE SE,34.6245200,-96.5503175,"2,500","2,000",VIOLA,,,
3512302054,CITATION OIL & GAS CORPORATION,14156,2R,EAST FITTS UNIT,9-6,112125,4/8/1975,PONTOTOC,27,02N,07E,C NW NE NE,34.6208872,-96.5503163,"2,500","2,000",VIOLA,,,
3512302065,UNITED ENERGY & EXPLORATION LLC,23479,2D,W.E. HARVEY,4,485502,1/26/2004,PONTOTOC,34,05N,06E,NE NW SE,34.8603073,-96.6540591,795,400,THURMAN,,,
3512302080,ENERGYQUEST II LLC,22708,2D,MCCALL UNIT TRACT,3-21,469438,11/5/2002,PONTOTOC,17,05N,08E,SW SW NE,34.9053575,-96.4820840,700,"10,000",ARBUCKLE,,,
3512302081,CANTRELL ROBERT R,17498,2D,SANDERS,2,153245,5/17/1979,PONTOTOC,10,04N,06E,NE NE NE SE,34.8319044,-96.6524260,200,300,CALVIN,,,
3512302082,SHERIDAN PRODUCTION COMPANY LLC,22220,2R,FITTS WEST UNIT,37-8A,411966,5/5/1997,PONTOTOC,31,02N,07E,SE NE NW,34.6046141,-96.6094150,"2,000","2,000",CHIMNEY HILL,,,
3512302085,BYNG OPERATING LLC,22055,2D,MEYERS,3,301724,8/14/1986,PONTOTOC,15,05N,06E,SW SW SW,34.8983524,-96.6647930,800,200,THURMAN,,,
3512302089,CITATION OIL & GAS CORPORATION,14156,2R,EAST FITTS UNIT,17-4,171411,6/24/1980,PONTOTOC,28,02N,07E,SE SE NW,34.6153781,-96.5740249,"1,930","6,000",HUNTON,,,
3512302090,CITATION OIL & GAS CORPORATION,14156,2R,EAST FITTS UNIT,9-36,320166,11/30/1987,PONTOTOC,27,02N,07E,SE NE SW,34.6117740,-96.5568473,"1,900","1,000",VIOLA,,,
3512302094,CITATION OIL & GAS CORPORATION,14156,2R,EAST FITTS UNIT,19-10,198614,9/17/1981,PONTOTOC,28,02N,07E,SE SE NE,34.6152420,-96.5659600,"2,500","6,000",HUNTON,,,
3512302095,CITATION OIL & GAS CORPORATION,14156,2R,EAST FITTS UNIT,21-11,198612,9/17/1981,PONTOTOC,27,02N,07E,NE SW NW,34.6173240,-96.5618860,"2,000","6,000",HUNTON,,,
3512302101,SHERIDAN PRODUCTION COMPANY LLC,22220,2R,FITTS WEST UNIT,16-3,1104980162,4/14/2011,PONTOTOC,30,02N,07E,SW SE NW ,34.6153882,-96.6114412,"1,675","5,000","BOIS D ARC, BROMIDE, CHIMNEY HILL, MCLISH, VIOLA",,,
3512302111,CITATION OIL & GAS CORPORATION,14156,2R,EAST FITTS UNIT,5-17,564702,1/23/2009,PONTOTOC,22,02N,07E,NE SE SW,34.6238756,-96.5578270,"2,500","6,000",HUNTON,,,
3512302120,SHERIDAN PRODUCTION COMPANY LLC,22220,2R,FITTS WEST UNIT,11-3,229632,12/14/1982,PONTOTOC,25,02N,06E,C SW NE NE,34.6190359,-96.6201984,"1,700","1,500",VIOLA,,,
3512302121,SHERIDAN PRODUCTION COMPANY LLC,22220,2R,FITTS WEST UNIT,12-3,1502010053,12/8/2014,PONTOTOC,25,02N,06E,NE NW NE,34.6204248,-96.6218167,"1,998","5,000","CHIMNEY HILL, VIOLA",,,
3512302139,CITATION OIL & GAS CORPORATION,14156,2R,EAST FITTS UNIT,14A1-1,1106370028,7/7/2011,PONTOTOC,23,02N,07E,NW SW SE ,34.6244883,-96.5371383,"1,818","3,000","HUNTON, VIOLA",,,
3512302151,CITATION OIL & GAS CORPORATION,14156,2R,EAST FITTS UNIT,25A-1A,254942,3/8/1984,PONTOTOC,27,02N,07E,SE NE NE,34.6191620,-96.5480860,"2,500","4,000",HUNTON,,,
3512302159,7C LAND & MINERALS CO,21794,2D,BLANKENSHIP GIBBONS,1,260504,6/6/1984,PONTOTOC,6,01N,07E,SW NW NW,34.5899593,-96.6158155,800,350,GILCREASE,,,
3512302167,SHERIDAN PRODUCTION COMPANY LLC,22220,2D,FITTS WEST UNIT,20-6,1104980161,3/18/2011,PONTOTOC,25,02N,06E,NW SE NW ,34.6173529,-96.6290142,"1,900","5,000","BROMIDE, CHIMNEY HILL, VIOLA",,,
3512302174,CITATION OIL & GAS CORPORATION,14156,2R,EAST FITTS UNIT,12-5,444753,9/14/2000,PONTOTOC,22,02N,07E,SE NE SE,34.6263408,-96.5481379,"2,500","5,000",HUNTON,,,
3512302175,CITATION OIL & GAS CORPORATION,14156,2R,EAST FITTS UNIT,33-7A,265112,9/10/1984,PONTOTOC,28,02N,07E,SE NE SE,34.6117830,-96.5659120,"2,500","5,000",HUNTON,,,
3512302181,ARROW ENERGY INC,21422,2R,AYAKATUBBY,2,598139,5/29/2012,PONTOTOC,36,02N,07E,CNW SE,34.5981730,-96.5184172,"1,500","1,200",CROMWELL,,,
3512302186,CANTRELL ROBERT R,17498,2R,WEST BEBEE,2-5,343592,12/14/1989,PONTOTOC,36,05N,04E, SE NE NW,34.8661681,-96.8346857,"1,400","1,000",CALVIN,,,
3512302187,CANTRELL ROBERT R,17498,2R,WEST BEBEE FIELD UNIT,2-6,307385,1/6/1987,PONTOTOC,36,05N,04E,NE SE NW,34.8643546,-96.8346983,"1,000",500,CALVIN,,,
3512302188,URBAN OIL & GAS GROUP LLC,22756,2D,"GRAY ""B""",3,423457,5/27/1998,PONTOTOC,25,05N,04E,SE NE SW,34.8734217,-96.8346883,"1,200","3,000",VARIOUS,,,
3512302192,SHERIDAN PRODUCTION COMPANY LLC,22220,2D,FITTS WEST UNIT,10-4,1104980164,8/15/2011,PONTOTOC,30,02N,07E,NE SW NW,34.6171151,-96.6136827,"1,720","5,000","BOIS D ARC, BROMIDE, CHIMNEY HILL, MCLISH, VIOLA",,,
3512302196,CITATION OIL & GAS CORPORATION,14156,2R,EAST FITTS UNIT,31-4,324526,4/15/1988,PONTOTOC,28,02N,07E,NE SE SW,34.6099269,-96.5743387,"2,500","2,500",VIOLA,,,
3512302198,SHERIDAN PRODUCTION COMPANY LLC,22220,2R,FITTS WEST UNIT,19-5,1004950047,2/26/2010,PONTOTOC,25,02N,06E,NW NW SE ,34.6136833,-96.6245863,"1,700","5,000","BOIS D ARC, BROMIDE, CHIMNEY HILL, MCLISH, VIOLA",,,
3512302231,CITATION OIL & GAS CORPORATION,14156,2R,EAST FITTS UNIT,27-5,1201780044,3/19/2012,PONTOTOC,26,02N,07E,NW SE NW ,34.6174192,-96.5415705,"1,886","3,000","HUNTON, VIOLA",,,
3512302236,CITATION OIL & GAS CORPORATION,14156,2R,EAST FITTS UNIT,15-1,1500590032,11/7/2014,PONTOTOC,28,02N,07E,SW SW NE ,34.6153765,-96.5721638,"1,830","3,000",VIOLA,,,
3512302238,CANTRELL ROBERT R,17498,2R,WEST BEBEE FIELD UNIT,1-7,307387,1/6/1987,PONTOTOC,36,05N,04E,NE SW NW,34.8643845,-96.8390981,"1,000",500,CALVIN,,,
3512302239,CANTRELL ROBERT R,17498,2R,WEST BEBEE FIELD UNIT,1-2,307388,1/6/1987,PONTOTOC,36,05N,04E,NW NW NW,34.8680262,-96.8412947,"1,000",500,CALVIN,,,
3512302240,CANTRELL ROBERT R,17498,2R,WEST BEBEE FIELD UNIT,2-2,307386,1/6/1987,PONTOTOC,36,05N,04E,NW NE NW,34.8679964,-96.8368946,"1,000",500,CALVIN,,,
3512302257,SEMINOLE TANK SERVICE,2493,2R,JOHNSON HEIRS,1,289681,12/6/1985,PONTOTOC,19,05N,07E,SE SE SW,34.8836622,-96.6053527,600,400,EARLSBORO,,,
3512302265,SHERIDAN PRODUCTION COMPANY LLC,22220,2R,FITTS WEST UNIT,10-6,288430,11/8/1985,PONTOTOC,30,02N,07E,NW NW SE C,34.6190110,-96.6135750,"2,000","1,000","BOIS D ARC,VIOLA",,,
3512302276,SHERIDAN PRODUCTION COMPANY LLC,22220,2R,FITTS WEST UNIT,19-4,1101660010,10/22/2010,PONTOTOC,25,02N,06E,SE SW NE ,34.6154755,-96.6223856,"1,845","5,000","BROMIDE, CHIMNEY HILL, MCLISH, VIOLA",,,
3512302278,CITATION OIL & GAS CORPORATION,14156,2R,EAST FITTS UNIT,13-3,1701910067,1/20/2017,PONTOTOC,23,02N,07E,NW SW SW,34.6243500,-96.5462550,"2,032","2,500",VIOLA,,,
3512302302,SHERIDAN PRODUCTION COMPANY LLC,22220,2R,FITTS WEST UNIT,20-2,148198,12/27/1978,PONTOTOC,25,02N,06E,SW SE NW,34.6155395,-96.6290107,"1,500","1,000",VIOLA ,,,
3512302304,SHERIDAN PRODUCTION COMPANY LLC,22220,2R,FITTS WEST UNIT,19-2,1005740031,1/14/2011,PONTOTOC,25,02N,06E,NE SW NE ,34.6172889,-96.6223782,"1,887","3,000","CHIMNEY HILL, VIOLA",,,
3512302306,SHERIDAN PRODUCTION COMPANY LLC,22220,2R,FITTS WEST UNIT,19-3,70582,12/4/1968,PONTOTOC,25,02N,06E,SE NW NE C,34.6135917,-96.6223934,"2,000","2,000","MCALESTER, SIMPSON",,,
3512302323,SHERIDAN PRODUCTION COMPANY LLC,22220,2R,BENTON,6,329969,9/6/1988,PONTOTOC,32,02N,07E,SW NE NW,34.6046600,-96.5949600,500,"2,000",WILCOX,,,
3512302342,ARROW ENERGY INC,21422,2R,HENSON,6,38181,11/5/1958,PONTOTOC,30,05N,07E,SW SW SE,34.8692505,-96.6032400,NA,NA,THURMAN,,,
3512302363,SHERIDAN PRODUCTION COMPANY LLC,22220,2R,MID FITTS UNIT-SIMPSON 4A,7-4A,116920,2/11/1975,PONTOTOC,29,02N,07E,NE SE NE,34.6177273,-96.5852756,NA,NA,VIOLA,,,
3512302364,SHERIDAN PRODUCTION COMPANY LLC,22220,2R,MID FITTS UNIT,10-3,116920,2/11/1975,PONTOTOC,29,02N,07E,SE NE SW,34.6117518,-96.5918587,NA,NA,VIOLA,,,
3512302365,SHERIDAN PRODUCTION COMPANY LLC,22220,2R,MID FITTS UNIT ( WIRICK 4 ),10-4,116920,2/11/1975,PONTOTOC,29,02N,07E,NW SW SE,34.6099322,-96.5896828,NA,NA,VIOLA,,,
3512302366,SHERIDAN PRODUCTION COMPANY LLC,22220,2R,MID FITTS UNIT (WIRICK #7),10-7,116920,2/11/1975,PONTOTOC,29,02N,07E,NW NE SW,34.6135714,-96.5940347,NA,NA,VIOLA,,,
3512302368,SHERIDAN PRODUCTION COMPANY LLC,22220,2R,MID FITTS UNIT,10-1A,116920,2/11/1975,PONTOTOC,29,02N,07E,SE SE SW,34.6081097,-96.5918805,"2,000","3,000","BROMIDE, HUNTON , MCLISH, VIOLA",,,
3512302380,SHERIDAN PRODUCTION COMPANY LLC,22220,2R,MID FITTS UNIT,5-10,569704,8/18/2009,PONTOTOC,29,02N,07E,SE NW NW,34.6190521,-96.5962434,"1,904","1,500",VIOLA ,,,
3512302381,SHERIDAN PRODUCTION COMPANY LLC,22220,2R,MID FITTS UNIT-SCHAUER 15,5-15,116920,2/11/1975,PONTOTOC,29,02N,07E,NW NE NW,34.6208574,-96.5939965,NA,NA,CROMWELL,,,
3512302382,SHERIDAN PRODUCTION COMPANY LLC,22220,2R,MID FITTS UNIT-SCHANER 13A,5-13A,116920,2/11/1975,PONTOTOC,29,02N,07E,NW NW NW,34.6208534,-96.5983680,NA,NA,CROMWELL,,,
3512302383,SHERIDAN PRODUCTION COMPANY LLC,22220,2R,MID FITTS UNIT (HARPER #6),6-6A,297545,5/5/1986,PONTOTOC,29,02N,07E,SE NW NE,34.6190416,-96.5874489,"1,800",500,CHIMNEY HILL,,,
3512302384,SHERIDAN PRODUCTION COMPANY LLC,22220,2R,MID FITTS UNIT TR (MFU) ,6-7A,1507370057,6/15/2015,PONTOTOC,29,02N,07E,NW NW NE,34.6155055,-96.6245761,"1,857","3,000","CHIMNEY HILL, VIOLA",,,
3512302388,SHERIDAN PRODUCTION COMPANY LLC,22220,2R,FITTS WEST UNIT,30-1,1204930128,3/16/2012,PONTOTOC,26,02N,06E,SE NE SE ,34.6118936,-96.6356217,"1,850","5,000","BROMIDE, CHIMNEY HILL, MCLISH, VIOLA",,,
3512302390,ENERGYQUEST II LLC,22708,2R,ADAMS,10,75282,6/12/1969,PONTOTOC,19,05N,08E,NW NE SE,34.8894667,-96.4963527,NA,NA,"CROMWELL, GILCREASE ",,,
3512302394,ENERGYQUEST II LLC,22708,2R,RICHEY,12,232232,1/25/1983,PONTOTOC,12,04N,07E,NE NW NE,34.8389009,-96.5173475,800,600,GILCREASE,,,
3512302399,SHERIDAN PRODUCTION COMPANY LLC,22220,2R,MID FITTS UNIT ( WOODROOF #6),11-6,116920,2/11/1975,PONTOTOC,29,02N,07E,SE NE SE,34.6117592,-96.5831167,NA,NA,VIOLA,,,
3512302406,ROBERSON OIL COMPANY INC,19500,2R,JESSIE HUNTON-VIOLA UNIT,6-3,279916,6/10/1985,PONTOTOC,3,01N,07E,NE NE NE,34.5917682,-96.5481242,"1,800","1,000",HUNTON,,,
3512302408,SHERIDAN PRODUCTION COMPANY LLC,22220,2R,MID FITTS UNIT-SCHAUER 7,5-7,116920,2/11/1975,PONTOTOC,29,02N,07E,SE SE NW,34.6153948,-96.5918395,NA,NA,VIOLA,,,
3512302410,SHERIDAN PRODUCTION COMPANY LLC,22220,2R,MID-FITTS UNIT,6-1A,1104630106,4/14/2011,PONTOTOC,29,02N,07E,SW SW NE ,34.6153967,-96.5896539,"1,890","5,000","BROMIDE, VIOLA",,,
3512302411,SHERIDAN PRODUCTION COMPANY LLC,22220,2R,FITTS WEST UNIT,20-4,1101320079,9/21/2010,PONTOTOC,25,02N,06E,S/2 S/2 NW,34.6155500,-96.6301074,"1,835","5,000",CHIMNEY HILL,,,
3512302416,ENERGYQUEST II LLC,22708,2R,RICHEY,16,479447,8/15/2003,PONTOTOC,12,04N,07E,SW NW NE,34.8370833,-96.5195297,"1,000",700,GILCREASE,,,
3512302422,ARROW ENERGY INC,21422,2D,KROEGER,2,59325,6/28/1965,PONTOTOC,31,05N,07E, SE NW NW,34.8656932,-96.6099106,200,50,GILCREASE,,,
3512302430,BYNG OPERATING LLC,22055,2R,FEE (BRALY 5),E 5,361398,11/15/1991,PONTOTOC,26,05N,06E,NE SW SW,34.8712080,-96.6451997,"1,000",300,THURMAN,,,
3512302439,BYNG OPERATING LLC,22055,2R,BROWN,1,369878,11/23/1992,PONTOTOC,23,05N,06E,E2   SE SW NE,34.8911109,-96.6356603,"1,000",300,THURMAN,,,
